"id_agrupado","keys_sie","establecimientos","id_distrito","distrito","id_seccion","seccion","circuitos","rangos_mesas","num_mesas","nombre","direccion","localidad","cod_postal","geom","electores","votantes","validos","positivos","blancos","nulos"
6372,"04_002_03005","6372","04","Córdoba","002","Calamuchita","0020B","3256-3259",4,"ESC ELOY GOMEZ ANEXO (PRIMARIA","VILLA CIUDAD PQUE LOS REARTES","","","0101000020E6100000B45A608F892150C0A48CB80034EA3FC0",1100,677,894,885.0,9,8
6373,"04_002_00441","6373","04","Córdoba","002","Calamuchita","00021","3260-3260",1,"ESC. DR. JUAN M. ALBARENQUE","PUBLICA 0","MONSALVO","5851","0101000020E6100000C748F608351550C0062B4EB5160C40C0",270,211,211,209.0,2,0
6374,"04_002_00442","6374","04","Córdoba","002","Calamuchita","00022","3261-3264",4,"ESC. PROV. D.F. SARMIENTO","SARMIENTO 0","RIO DE LOS SAUCES","5821","0101000020E610000062307F85CC2550C0CC61F71DC34340C0",1110,880,875,864.0,11,5
6375,"04_002_00444","6375","04","Córdoba","002","Calamuchita","00023","3265-3269",5,"ESC.PROV. FRENCH Y BERUTTI","CORDOBA 0","RIO DEL DURAZNO","5197","0101000020E6100000F0694E5E643050C04CA94BC6310C40C0",1446,1101,1292,1275.0,17,18
6376,"04_002_00445","6376","04","Córdoba","002","Calamuchita","00024","3270-3277",8,"ESC PROV PRIMERA JUNTA","AMADEO SABATTINI 143","RUMIPAL","5864","0101000020E6100000DFDE35E84B2050C04451A04FE41140C0",2445,1968,1941,1919.0,22,27
6377,"04_002_00446","6377","04","Córdoba","002","Calamuchita","0024A","3278-3287",10,"ESC.PROV.ALMIRANTE BROWN","SARMIENTO 279","VILLA DEL DIQUE","5862","0101000020E6100000363AE7A7381D50C0BED9E6C6F41640C0",3332,2403,2648,2605.0,43,19
6378,"04_002_00447","6378","04","Córdoba","002","Calamuchita","00025","3288-3292",5,"ESC. PROV.GRAL. SAN MARTIN","SAN AGUSTIN","SAN AGUSTIN","5191","0101000020E6100000DE3994A12A1850C05133A48AE2F93FC0",1708,1426,1422,1403.0,19,4
6379,"04_002_00448","6379","04","Córdoba","002","Calamuchita","00025","3293-3296",4,"COLEGIO SAN JOSE","SAN AGUSTIN","SAN AGUSTIN","","0101000020E6100000ABECBB22F81750C0ED293927F6F83FC0",1364,854,1121,1101.0,20,2
6380,"04_002_00449","6380","04","Córdoba","002","Calamuchita","0025A","3297-3297",1,"ESC.PROV.M.GUEMES","PUBLICA 0","CALMAYO","5191","0101000020E6100000ABCC94D6DF1D50C02D060FD3BE0340C0",126,105,105,103.0,2,0
6381,"04_002_00450","6381","04","Córdoba","002","Calamuchita","0025B","3298-3298",1,"ESC PROV JUAN LARREA","PUBLICA S/N","LOS MOLINOS","5189","0101000020E61000005F96766A2E1850C05247C7D5C8DA3FC0",300,254,253,252.0,1,1
6382,"04_002_02996","6382","04","Córdoba","002","Calamuchita","00026","3299-3308",10,"INST PARR SAN JUAN DIEGO","AV INT ANGEL LLANOS 320","SANTA ROSA DE CALAMU","","0101000020E610000028B7ED7BD42150C0A0FF1EBC760940C0",3440,2442,2424,2402.0,22,19
6383,"04_002_01747","6383","04","Córdoba","002","Calamuchita","00026","3309-3313",5,"PRIM-EL MUNDO DE LOS CHICOS","GUEMES 162","SANTA ROSA DE CALAMU","5174","0101000020E6100000785F950B952250C068075C57CC0840C0",1717,1353,1338,1319.0,19,15
6384,"04_002_00451","6384","04","Córdoba","002","Calamuchita","00026","3314-3323",10,"ESC. PROV.M. MORENO","SANTA ROSA","SANTA ROSA","5196","0101000020E6100000FBCC599F722250C01BBCAFCA850840C0",3428,2704,2692,2669.0,23,12
6385,"04_002_00452","6385","04","Córdoba","002","Calamuchita","00026","3324-3332",9,"COLEGIO NAC. DR.D.V. SARSFIELD","SANTA ROSA","SANTA ROSA","","0101000020E6100000A26131EA5A2250C06E179AEB340840C0",3082,2411,2389,2365.0,24,21
6386,"04_002_00454","6386","04","Córdoba","002","Calamuchita","0026A","3333-3333",1,"ESCUELA N° 481","SEGUNDA USINA","SEGUNDA USINA","5857","0101000020E610000086200725CC1A50C0616D8C9DF01640C0",131,103,100,98.0,2,1
6387,"04_002_00455","6387","04","Córdoba","002","Calamuchita","0026B","3334-3334",1,"ESC.PROV.DEAN FUNES","SAN IGNACIO","SAN IGNACIO","5199","0101000020E610000045D8F0F44A2050C07F4FAC53E51140C0",130,107,105,105.0,0,2
6388,"04_002_01172","6388","04","Córdoba","002","Calamuchita","0328A","3335-3337",3,"ESC BARTOLOME MITRE","PUBLICA S/N","LA CUMBRECITA","5194","0101000020E6100000B4571F0F7D3150C04606B98B30E53FC0",763,601,597,587.0,10,4
6389,"04_003_00456","6389","04","Córdoba","003","Colón","00027","3338-3343",6,"ESCUELA DR. PABLO RUEDA","LA GRANJA","LA GRANJA","5117","0101000020E610000060C77F81201150C0A8A78FC01F023FC0",1883,1535,1512,1489.0,23,23
6390,"04_003_01873","6390","04","Córdoba","003","Colón","00027","3344-3347",4,"ESC ING ALBERTO R MASCIAS","PUBLICA S/N","ASCOCHINGA","","0101000020E61000008D463EAF781150C0B2BB404981F53EC0",1256,750,982,967.0,15,11
6391,"04_003_01694","6391","04","Córdoba","003","Colón","00028","3348-3355",8,"ESC ELADIO DIEZ","ALVEAR ESQ SARMIENTO 0","LA CAMPANA","","0101000020E61000002FDCB930D21550C09BC8CC052E573FC0",2745,2151,2124,2079.0,45,22
6392,"04_003_01703","6392","04","Córdoba","003","Colón","00028","3356-3363",8,"IPEM N° 73","REP DE CHILE ESQ GRAL CABRERA","LA CAMPANA","","0101000020E6100000EE21E17B7F1550C00E492D944C563FC0",2746,2182,2159,2119.0,40,19
6393,"04_003_00457","6393","04","Córdoba","003","Colón","00028","3364-3380",17,"INSTITUTO D.F.SARMIENTO","CALERA","CALERA","5151","0101000020E61000002FDCB930D21550C09BC8CC052E573FC0",5837,4619,4562,4478.0,84,64
6394,"04_003_00458","6394","04","Córdoba","003","Colón","00028","3381-3391",11,"ESCUELA PROV.J.J.PASO-CENMA","CALERA","CALERA","5151","0101000020E6100000C3D84290831550C07D7555A016573FC0",3775,3046,3015,2971.0,44,31
6395,"04_003_00459","6395","04","Córdoba","003","Colón","00028","3392-3398",7,"INSTITUTO JESUS MARIA","CALERA","CALERA","5151","0101000020E6100000B119E0826C1550C046D09849D4573FC0",2402,1895,1871,1849.0,22,23
6396,"04_003_01706","6396","04","Córdoba","003","Colón","0028A","3399-3401",3,"JARDIN IBARSABAL","RONDEAU 814","","","0101000020E61000002E58AA0B781550C079CC4065FC5B3FC0",1029,835,819,805.0,14,16
6397,"04_003_00460","6397","04","Córdoba","003","Colón","0028A","3402-3416",15,"ESC.TTE. J.R. IBARZABAL","CALERA CENTRAL","CALERA CENTRAL","5151","0101000020E61000001B82E3326E1550C093AAED26F85A3FC0",5143,4255,4646,4356.0,290,66
6398,"04_003_00461","6398","04","Córdoba","003","Colón","0028A","3417-3425",9,"CENTRO EDUCATIVO GRAL SAN MART","CALERA CENTRAL","CALERA CENTRAL","5151","0101000020E61000001B82E3326E1550C093AAED26F85A3FC0",3080,2583,2551,2506.0,45,32
6399,"04_003_02862","6399","04","Córdoba","003","Colón","0028A","3426-3434",9,"EX ANEXO MARGARITA W DE PAZ","AVELLANEDA 684","CALERA","","0101000020E61000005D70067FBF1550C015C616821C583FC0",3081,2536,2506,2468.0,38,29
6400,"04_003_03002","6400","04","Córdoba","003","Colón","00029","3435-3446",12,"COLEGIO PIO LEON","AV 28 DE JULIO 345","COLONIA CAROYA","","0101000020E61000009E25C808A80650C0043DD4B661FC3EC0",4087,3324,3307,3266.0,41,19
6401,"04_003_00462","6401","04","Córdoba","003","Colón","00029","3447-3456",10,"ESC.PROV. M. BELGRANO","COLONIA CAROYA","COLONIA CAROYA","5223","0101000020E610000028806264C90550C02503401537023FC0",3410,2829,2738,2713.0,25,6
6402,"04_003_00463","6402","04","Córdoba","003","Colón","00029","3457-3466",10,"ESC. PROV. GRAL SAN MARTIN","MAESTRA OLGA PROSDOCIMO 3580","COLONIA CAROYA","5223","0101000020E610000098158A743F0450C08CDB68006F053FC0",3415,2748,2711,2681.0,30,35
6403,"04_003_00464","6403","04","Córdoba","003","Colón","00029","3467-3477",11,"ESC. PRESBITERO BONORIS","COLONIA CAROYA 0","COLONIA CAROYA","5223","0101000020E6100000971C774A070450C01E4FCB0F5C053FC0",3748,3004,3154,3125.0,29,41
6404,"04_003_00465","6404","04","Córdoba","003","Colón","00029","3478-3483",6,"ESCUELA M. MORENO","JUSTINIANO CELIZ HEREDIA 650","COLONIA CAROYA-B° PU","5223","0101000020E6100000E02BBAF59A0550C01C261AA4E0093FC0",2039,1638,1610,1601.0,9,28
6405,"04_003_00466","6405","04","Córdoba","003","Colón","0029A","3484-3484",1,"ESC.PROV.B.RIVADAVIA","PUBLICA 0","TINOCO","5131","0101000020E610000010035DFB02F24FC046D09849D41F3FC0",263,227,227,222.0,5,0
6406,"04_003_03007","6406","04","Córdoba","003","Colón","00030","3485-3493",9,"IPET 83 RENE FAVALORO","ARTURO ILLIA 505","COLONIA TIROLESA","","0101000020E6100000B7B3AF3C480450C0CF85915ED43A3FC0",2997,2219,2467,2430.0,37,6
6407,"04_003_00468","6407","04","Córdoba","003","Colón","00030","3494-3500",7,"ESC PROV DR PABLO RUEDA","PUBLICA S/N","COLONIA TIROLESA","5101","0101000020E6100000111C9771530450C0D26D895C703A3FC0",2331,1900,1887,1857.0,30,16
6408,"04_003_00469","6408","04","Córdoba","003","Colón","00031","3501-3504",4,"ESC.PROV.A.ARGENTINA","EL MANZANO SOBRE RUTA E 53","EL MANZANO","5107","0101000020E610000060CC96AC8A1250C06AF816D68D173FC0",1135,863,856,846.0,10,7
6409,"04_003_00470","6409","04","Córdoba","003","Colón","0031A","3505-3508",4,"ESC.PROV.V.MERCANTE","AGUA DE ORO","AGUA DE ORO","5107","0101000020E6100000957F2DAF5C1350C0B0389CF9D5103FC0",1272,1056,1050,1040.0,10,6
6410,"04_003_03009","6410","04","Córdoba","003","Colón","0031A","3509-3511",3,"INST SECUNDARIO AGUA DE ORO","AV BELGRANO S/N","AGUA DE ORO","","0101000020E61000000BB43BA4181350C0BC581822A70F3FC0",954,790,784,777.0,7,5
6411,"04_003_00471","6411","04","Córdoba","003","Colón","0031B","3512-3513",2,"LOCAL COMUNAL","VILLA CERRO AZUL","VILLA CERRO AZUL","5107","0101000020E6100000147B681F2B1450C0BA68C87894123FC0",365,154,294,278.0,16,3
6412,"04_003_00472","6412","04","Córdoba","003","Colón","00032","3514-3519",6,"ESC PROV GRAL JOSE MARIA PAZ","BUENOS AIRES Y CORDOBA","GENERAL PAZ","5145","0101000020E61000007D073F71000950C031EA5A7B9F223FC0",1867,1518,1506,1490.0,16,12
6413,"04_003_01724","6413","04","Córdoba","003","Colón","00033","3520-3533",14,"PTE DOMINGO F SARMIENTO","CORDOBA (PARALEA A JUAN B JUSTO) 1050","","","0101000020E61000003AE7A7380E0650C0761893FE5EFA3EC0",4810,3371,3562,3526.0,36,18
6414,"04_003_00473","6414","04","Córdoba","003","Colón","00033","3534-3546",13,"I.P.E.T.N° 69","JESUS MARIA","JESUS MARIA","5220","0101000020E61000002C7FBE2D580750C04AB3791C06033FC0",4464,3398,3384,3346.0,38,12
6415,"04_003_00474","6415","04","Córdoba","003","Colón","00033","3547-3559",13,"ESC.DR. J.M.ESTRADA N° 221","CATAMARCA Y ESTRADA 0","JESUS MARIA","5220","0101000020E61000008126C286A70650C029266F8099FB3EC0",4458,3235,3174,3144.0,30,26
6416,"04_003_00475","6416","04","Córdoba","003","Colón","00033","3560-3571",12,"ESC.PROV.1ER.TTE.MORANDINI","CHILE -SAN JOSE OBRERO 222","JESUS MARIA","5220","0101000020E6100000959A3DD00A0650C07A1C06F357FC3EC0",4115,3111,3071,3041.0,30,36
6417,"04_003_00476","6417","04","Córdoba","003","Colón","00033","3572-3585",14,"ESC.PROVC.F.O. DE OCAMPO","AV. DR. FRANCISCO N. DE LAPRIDA 649 649","JESUS MARIA","5220","0101000020E61000000D501A6A140650C0C3B986191AFB3EC0",4806,3638,3362,3318.0,44,25
6418,"04_003_00477","6418","04","Córdoba","003","Colón","00033","3586-3592",7,"COL.NTA.SRA. DEL HUERTO","JESUS MARIA","JESUS MARIA","","0101000020E6100000C558A65F220650C0D6FECEF6E8F93EC0",2401,1830,1820,1803.0,17,9
6419,"04_003_00478","6419","04","Córdoba","003","Colón","00033","3593-3602",10,"ESC,N°21 GENDARMERIA NACIONAL","JESUS MARIA","JESUS MARIA","5220","0101000020E6100000A8FDD64E940550C0B03907CF84FA3EC0",3435,2374,2619,2564.0,55,18
6420,"04_003_00479","6420","04","Córdoba","003","Colón","0033A","3603-3603",1,"ESC PROV VICENTE AGUERO","LOTE XVII S/N","COL VICENTE AGUERO","5121","0101000020E610000025AFCE31200150C02506819543073FC0",277,230,228,227.0,1,2
6421,"04_003_01560","6421","04","Córdoba","003","Colón","00034","3604-3612",9,"ESC PROV LEOPOLDO LUGONES","VILLA LOS LLANOS 0","JUAREZ CELMAN","","0101000020E61000008313D1AFAD0A50C0B11875ADBD473FC0",3077,2426,2318,2287.0,31,23
6422,"04_003_00480","6422","04","Córdoba","003","Colón","00034","3613-3624",12,"ESC.COMODORO R. SILIONI","AV. ACONCAGUA S/N","JUAREZ CELMAN","5145","0101000020E61000009B58E02BBA0A50C01DC87A6AF5413FC0",4098,2933,3165,3110.0,55,27
6423,"04_003_00481","6423","04","Córdoba","003","Colón","00034","3625-3632",8,"ESC.ATAHUALPA YUPANQUI","BARRIO PARQUE NORTE","JUAREZ CELMAN","5145","0101000020E6100000F1113125920A50C0C47C7901F6413FC0",2733,2180,2165,2139.0,26,14
6424,"04_003_00482","6424","04","Córdoba","003","Colón","00035","3633-3642",10,"ESC.CAP.LUIS C.CANDELARIA","MALVINAS ARGENTINAS","MALVINAS ARGENTINAS","5125","0101000020E610000037548CF3370350C03BE466B8015F3FC0",3418,2409,2649,2585.0,64,42
6425,"04_003_00483","6425","04","Córdoba","003","Colón","00035","3643-3651",9,"ESC.MUNIC.CIUDAD DE M.ARGENTIN","MALVINAS ARGENTINAS","MALVINAS ARGENTINAS","5125","0101000020E610000037548CF3370350C03BE466B8015F3FC0",3091,2472,2430,2401.0,29,36
6426,"04_003_01580","6426","04","Córdoba","003","Colón","00035","3652-3667",16,"I.P.E.M. N° 24","JUJUY ESQ. SARMIENTO S/N MALVINAS AR 0","MALVINAS ARGENTINAS","5125","0101000020E6100000D82AC1E2700350C061E0B9F770613FC0",5471,4003,4446,4365.0,81,81
6427,"04_003_00484","6427","04","Córdoba","003","Colón","0035A","3668-3670",3,"JARDIN DE INF.CAP.CANDELARIA","VILLAFAÑE DEL VISO 0","MI GRANJA","5125","0101000020E6100000CC9A58E02B0050C01E166A4DF35A3FC0",916,749,742,733.0,9,7
6428,"04_003_00485","6428","04","Córdoba","003","Colón","00036","3671-3672",2,"ESC PROV SARGENTO CABRAL","PUBLICA S/N","LA PUERTA","5101","0101000020E6100000A96917D34C0450C0A779C7293A2A3FC0",351,284,284,278.0,6,0
6429,"04_003_01709","6429","04","Córdoba","003","Colón","00037","3673-3685",13,"IPEM N° 352","NICANOR CEBALLOS 0","","","0101000020E61000001C60E63BF81350C01A53B0C6D92C3FC0",4412,3474,3428,3392.0,36,46
6430,"04_003_00486","6430","04","Córdoba","003","Colón","00037","3686-3698",13,"ESC.PROV.M.FRAGUEIRO","AVENIDA SAN MARTIN 4519","RIO CEBALLOS","5111","0101000020E610000076C1E09A3B1450C099D9E731CA2B3FC0",4411,3523,3470,3418.0,52,52
6431,"04_003_00487","6431","04","Córdoba","003","Colón","00037","3699-3708",10,"I.P.E.M.144-MARIANO MORENO","SALTA 191","RIO CEBALLOS","5111","0101000020E6100000F31C91EF521450C0ADC090D5AD2A3FC0",3396,2728,2688,2666.0,22,35
6432,"04_003_00488","6432","04","Córdoba","003","Colón","00037","3709-3720",12,"INSTITUTO DEL ESPIRITU SANTO","AV. SAN MARTIN 5109","RIO CEBALLOS","5111","0101000020E610000086AC6EF59C1450C07B832F4CA62A3FC0",4070,3214,3179,3159.0,20,34
6433,"04_003_00489","6433","04","Córdoba","003","Colón","00037","3721-3726",6,"ESC.CONSTANCIO C. VIGIL","1 MAYO B° MOREYRA 112","RIO CEBALLOS","5111","0101000020E6100000BE13B35E0C1550C06422A5D93C2A3FC0",2031,1597,1576,1560.0,16,20
6434,"04_003_01558","6434","04","Córdoba","003","Colón","00038","3727-3734",8,"INST SECUNDARIO SALSIPUEDES","AV BELGRANO 178","SALSIPUEDES","5113","0101000020E6100000C6A52A6D711250C0404F030649233FC0",2691,2192,2172,2150.0,22,20
6435,"04_003_00490","6435","04","Córdoba","003","Colón","00038","3735-3746",12,"ESC.PROV. J.MALDONADO","DESIDERIO TORRES 360","SALSIPUEDES","5113","0101000020E61000004E250340151350C05281936DE0223FC0",4042,2963,3180,3142.0,38,50
6436,"04_003_01320","6436","04","Córdoba","003","Colón","00038","3747-3752",6,"ESCUELA RECONQUISTA","CERRITO 0","SALSIPUEDES","5113","0101000020E61000005B9A5B21AC1250C077F700DD97233FC0",2014,1647,1633,1611.0,22,12
6437,"04_003_00491","6437","04","Córdoba","003","Colón","00039","3753-3753",1,"ESC.PROV. FRAY M.ESQUIU","PUBLICA 0","SANTA TERESA","5227","0101000020E6100000164ED2FC31FD4FC075CDE49B6D0E3FC0",67,43,43,42.0,1,0
6438,"04_003_00492","6438","04","Córdoba","003","Colón","00040","3754-3762",9,"INST.NTA.SRA.DE LAS MERCEDES","AZOPARDO 200","UNQUILLO","","0101000020E6100000744694F6061450C02979758E013D3FC0",3113,2535,2505,2373.0,132,29
6439,"04_003_00493","6439","04","Córdoba","003","Colón","00040","3763-3770",8,"ESC.PROV. D.V.SARSFIELD","SARMIENTO Y VELEZ SARSFIELD 0","UNQUILLO","5109","0101000020E61000003E7782FDD71350C05ED89AADBC3C3FC0",2770,2244,2198,2106.0,92,33
6440,"04_003_00494","6440","04","Córdoba","003","Colón","00040","3771-3778",8,"I.P.E.M. N° 23","SPILIMBERGO 869","UNQUILLO","5109","0101000020E6100000EFC7ED974F1450C0BABA63B14D3A3FC0",2764,2210,2170,2052.0,118,39
6441,"04_003_00495","6441","04","Córdoba","003","Colón","00040","3779-3792",14,"I.P.E.M. N° 78","COSTANERA LOS CIGARRALES B 750","UNQUILLO","5109","0101000020E61000002C2AE274921350C03E7782FDD73D3FC0",4838,3655,3893,3656.0,237,38
6442,"04_003_01355","6442","04","Córdoba","003","Colón","00040","3793-3802",10,"INST.PARROQ.NTA.SRA DE LOURDES","JUAN MILICH 0","UNQUILLO","5109","0101000020E61000005320B3B3E81350C0C093162EAB3C3FC0",3447,2734,2695,2549.0,146,36
6443,"04_003_02983","6443","04","Córdoba","003","Colón","0040A","3803-3810",8,"ESC.PIAS DE MENDIOLAZA","RUTA PROVINCIAL INTERMUNICIPAL E 57","MENDIOLAZA","5107","0101000020E6100000A9893E1F651350C00D0055DCB8453FC0",2746,2273,2260,2241.0,19,12
6444,"04_003_00497","6444","04","Córdoba","003","Colón","0040A","3811-3821",11,"ESC.PROV. D.F.SARMIENTO","MALVINAS ARGENTINAS Y SARMIENTO 0","MENDIOLAZA","5107","0101000020E6100000115663096B1350C033535A7F4B443FC0",3781,3150,3132,3093.0,39,18
6445,"04_003_01325","6445","04","Córdoba","003","Colón","0040A","3822-3831",10,"I.P.E.M.N° 317","MENDIOLAZA","MENDIOLAZA","","0101000020E6100000D53DB2B96A1350C0FB5A971AA1433FC0",3422,2607,2905,2844.0,61,15
6446,"04_003_02855","6446","04","Córdoba","003","Colón","00041","3832-3841",10,"COLEGIO MARYLAND","GUEMES ESQ ALBERTI","VILLA ALLENDE","","0101000020E61000005516855D141350C0C5707500C4493FC0",3458,2764,2740,2710.0,30,22
6447,"04_003_00499","6447","04","Córdoba","003","Colón","00041","3842-3854",13,"ESC.PROV. J.DE SAN MARTIN","GOYCOECHEA 150","VILLA ALLENDE","5105","0101000020E610000038143E5B071350C0BEC0AC50A44B3FC0",4487,3709,3690,3664.0,26,19
6448,"04_003_00500","6448","04","Córdoba","003","Colón","00041","3855-3866",12,"COLEGIO SAN JOSE","VILLA ALLENDE","VILLA ALLENDE","","0101000020E6100000C3B986191A1350C09886E123624A3FC0",4152,3434,3416,3366.0,50,18
6449,"04_003_00502","6449","04","Córdoba","003","Colón","00041","3867-3894",28,"INST GRAL S.MARTIN/17 DE AGOST","25 DE MAYO ESQ. TABLADA 0","VILLA ALLENDE","","0101000020E6100000BFF04A92E71250C0B5FB5580EF4A3FC0",9668,7566,7801,7719.0,82,44
6450,"04_003_00503","6450","04","Córdoba","003","Colón","00041","3895-3904",10,"INSTITUTO NTA.SRA. DE LUJAN","AV.SAN MARTIN 1070","VILLA ALLENDE","5105","0101000020E6100000E6E5B0FB8E1350C00D18247D5A4D3FC0",3441,2503,2745,2704.0,41,23
6451,"04_003_02993","6451","04","Córdoba","003","Colón","00041","3905-3915",11,"IPEM 130 RAUL DEL LLANO","DERQUI 635","CONDOR BAJO - VILLA","","0101000020E61000009622F94A201350C052F17F4754483FC0",3796,3078,3062,3029.0,33,13
6452,"04_003_01718","6452","04","Córdoba","003","Colón","0041A","3916-3917",2,"JARDIN NOGAL HISTORICO","25 DE MAYO 109","","","0101000020E6100000069D103AE81350C0297B4B395F503FC0",681,553,539,527.0,12,14
6453,"04_003_00504","6453","04","Córdoba","003","Colón","0041A","3918-3930",13,"ESCUELA NOGAL HISTORICO","JOSE ACCASTELLI 252","SALDAN","5149","0101000020E6100000069D103AE81350C0297B4B395F503FC0",4395,3559,3512,3473.0,39,44
6454,"04_003_00505","6454","04","Córdoba","003","Colón","0041A","3931-3944",14,"ESC.DE COMERCIO J.M.PAZ","VELEZ SARSFIELD 647","SALDAN 03543-494200","5149","0101000020E61000009AB67F65A51350C002D53F8864503FC0",4730,3783,3727,3668.0,59,53
6455,"04_003_03017","6455","04","Córdoba","003","Colón","0041A","3945-3947",3,"ESCUELA DANDELION","9 DE JULIO 362","SALDAN","","0101000020E610000071AE6186C61350C05DC5E23785513FC0",1012,821,809,793.0,16,16
6456,"04_004_00506","6456","04","Córdoba","004","Cruz del Eje","00042","3948-3950",3,"ESCUELA PROV.M. MORENO","PUBLICA S/N","BAÑADO DE SOTO","5285","0101000020E6100000F9DC09F65F4350C02AFD84B35BCB3EC0",712,509,503,498.0,5,3
6457,"04_004_00507","6457","04","Córdoba","004","Cruz del Eje","00043","3951-3951",1,"ESCUELA PROVINCIAL","CANDELARIA","CANDELARIA","5287","0101000020E6100000F50EB743C33650C0CDE9B298D8183FC0",51,22,20,19.0,1,0
6458,"04_004_00508","6458","04","Córdoba","004","Cruz del Eje","0043A","3952-3952",1,"ESC.PROV. CANTERAS IGUAZU","LAS CAÑADAS","LAS CAÑADAS","5284","0101000020E6100000234A7B832F2750C0738236397CE63EC0",193,140,140,139.0,1,0
6459,"04_004_00509","6459","04","Córdoba","004","Cruz del Eje","0043B","3953-3953",1,"ESC.PROV JUAN B ALBERDI","PUBLICA S/N","CRUZ DE CAÑA","5287","0101000020E61000006E6E4C4F583C50C07A54FCDF11113FC0",220,153,153,150.0,3,0
6460,"04_004_00509","6460","04","Córdoba","004","Cruz del Eje","0043B","3954-3954",1,"ESC PROV JUAN B ALBERDI","PUBLICA S/N","CRUZ DE CAÑA","5287","0101000020E610000085B01A4B583C50C07A54FCDF11113FC0",6,4,4,4.0,0,0
6461,"04_004_00511","6461","04","Córdoba","004","Cruz del Eje","00044","3955-3971",17,"IPEM N° 253","ALEM ESQ DOMINGO MATEU","CRUZ DEL EJE","5280","0101000020E6100000397CD289043350C04371C79BFCBA3EC0",5843,4187,4435,4385.0,50,20
6462,"04_004_00513","6462","04","Córdoba","004","Cruz del Eje","00044","3972-3984",13,"ESC.PROV.D.F.SARMIENTO","IRIGOYEN 247","CRUZ DEL EJE","5280","0101000020E61000005E8429CAA53350C0F71E2E39EEB83EC0",4466,3370,3346,3307.0,39,16
6463,"04_004_00514","6463","04","Córdoba","004","Cruz del Eje","00044","3985-3997",13,"ESC.E. BAVIO","PELLEGRINI 180","CRUZ DEL EJE","5280","0101000020E6100000787C7BD7A03350C0DF8B2FDAE3B93EC0",4469,2880,3365,3326.0,39,17
6464,"04_004_00515","6464","04","Córdoba","004","Cruz del Eje","00044","3998-4014",17,"ESCUELA NORMAL","SARMIENTO 1155","CRUZ DEL EJE","5280","0101000020E6100000990D32C9C83250C033A5F5B704BC3EC0",5833,4328,4303,4252.0,51,34
6465,"04_004_01377","6465","04","Córdoba","004","Cruz del Eje","00044","4015-4027",13,"IPEM 273 M. BELGRANO","PELLEGRINI 445","CRUZ DEL EJE","5280","0101000020E6100000E085ADD9CA3350C048C5FF1D51B93EC0",4450,3093,3320,3278.0,42,14
6466,"04_004_00517","6466","04","Córdoba","004","Cruz del Eje","0044A","4028-4029",2,"ESC.PROV.PCIA.DE LA RIOJA","RUTA 75 0","LAS PLAYAS","5285","0101000020E6100000C0232A54373650C05CAAD216D7B43EC0",618,499,497,492.0,5,3
